group_ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Type of Sub project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement
rivers,n/a,n/a,n/a,asari toru,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1092000,840000,252000,840000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2216500,1750000,511500,1750000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2000000,1193000,500,1193000,13/07/2016
delta,n/a,burutu,n/a,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1635500,1118900,516600,1118900,22/02/2016
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1000000,715000,285000,715000,01/09/2015
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1000000,715000,285000,715000,01/09/2015
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1000000,715000,285000,715000,01/09/2015
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,01/09/2015
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,01/09/2015
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,09/11/2016
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,14/11/2016
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,06/10/2016
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,10/10/2016
bayelsa,egor,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,10/10/2016
bayelsa,egor,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,06/10/2016
bayelsa,egor,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,684000,276000,684000,12/10/2016
bayelsa,egor,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,other,n/a,3300000,3000000,300000,3000000,14/08/2017
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1742300,1301210,441090,1301210,07/11/2016
delta,n/a,warri south we,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3850000,3465000,385000,3465000,02/03/2017
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3382800,2147400,1235400,2147400,07/11/2016
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3382400,2147400,1235400,2147400,07/11/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3360000,2133600,1226400,2133600,07/11/2016
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3382800,2147400,1235400,2147400,07/11/2016
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3382800,2147400,1235400,2147400,07/11/2016
delta,n/a,warri south we,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1618000,1151000,467000,1151000,07/11/2016
delta,n/a,warri south we,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1748500,1242350,506150,1242350,07/11/2016
delta,n/a,warri south we,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1618000,1151000,467000,1151000,07/11/2016
delta,n/a,warri south we,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1748500,1242350,506150,1242350,07/11/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,3150000,2295000,855000,3150000,18/08/2017
delta,n/a,burutu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2370500,1598800,771700,2370500,22/02/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2082500,1410800,671700,2082500,22/02/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1846800,1383900,462900,1846800,07/11/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4661000,3050000,1611000,4661000,23/11/2017
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1906642.86,1427242.86,479400,1427242.86,19/10/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1906642.86,1427242.86,479400,1427242.86,19/10/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1832500,1353100,479400,1353100,22/02/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1906642.86,1427242.86,479400,1427242.86,19/10/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1906642.86,1427242.86,479400,1427242.86,19/10/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,3045750,2189250,856500,190750,21/11/2017
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,3045750,2189250,856500,190750,21/11/2017
delta,n/a,warri south we,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,1716942.85,1294452.85,422490,801547.85,19/10/2016
delta,n/a,warri south we,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,1716942.86,1294452.86,422490,801547.86,19/10/2016
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,1808192.85,1358327.85,449865,833485.35,19/10/2016
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,05/12/2017
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,05/12/2017
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,05/12/2017
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,05/12/2017
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,05/12/2017
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1253100,501270,487000,501270,02/05/2015
rivers,n/a,n/a,n/a,obia akpor,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3320000,2300000,1020000,2300000,11/09/2018
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,n/a
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3000000,2100000,900000,2100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,marketing,n/a,n/a,n/a,n/a,n/a,market store,n/a,n/a,4400000,4000000,400000,2800000,10/07/2019
rivers,n/a,n/a,n/a,emohua,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1986000,1400000,486000,1400000,31/10/2014
rivers,n/a,n/a,n/a,emohua,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1986000,1400000,486000,1400000,31/10/2014
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3000000,2100000,900000,2100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,marketing,n/a,n/a,n/a,n/a,n/a,tricycle,n/a,n/a,2450000,1500000,950000,1500000,25/06/2019
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,1100000,370000,1100000,12/05/2019
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3000000,2100000,900000,2100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,vegetable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2743142.86,1880042.86,863100,1880042.86,26/06/2015
rivers,n/a,n/a,n/a,obia akpor,crop productio,vegetable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
delta,n/a,warri south,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2688164.29,1888964.29,799200,1888964.29,15/03/2018
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4563833.33,2991983.33,1571850,2991983.33,25/04/2018
delta,n/a,burutu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,0,0,0,0,n/a
delta,n/a,bomadi,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,4182244.8,3764020.5,418227.3,3420000,25/10/2016
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,11000,470000,1100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,470000,1100000,11/09/2018
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1876400,1396610,479790,1396610,30/11/2015
delta,n/a,warri south,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2242264.29,1443064.29,799200,1443064.29,15/03/2018
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1876400,1396610,479790,1396610,30/11/2015
edo,n/a,n/a,etsako central,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,834000,509000,325000,509000,25/07/2017
edo,n/a,n/a,etsako central,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,834000,509000,325000,509000,25/07/2017
edo,n/a,n/a,etsako central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1142500,742950,399550,742950,09/04/2019
rivers,n/a,n/a,n/a,ahoada east,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,1100000,370000,1100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,110000,370000,1100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,110000,370000,110000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,1100000,370000,110000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2700000,2100000,600000,2100000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,2961000,2300000,661000,2300000,12/05/2019
rivers,n/a,n/a,n/a,ahoada east,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2961000,2300000,661000,2300000,12/05/2019
rivers,n/a,n/a,n/a,obia akpor,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3320000,2300000,1020000,2300000,11/09/2018
rivers,n/a,n/a,n/a,gokana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2220950,1550950,670000,1550950,18/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1596000,1096000,500000,1096000,25/08/2016
rivers,n/a,n/a,n/a,gokana,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2427000,1727000,700000,1727000,25/08/2016
rivers,n/a,n/a,n/a,gokana,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2450000,1750000,700000,1750000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1596000,1096000,500000,1096000,30/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1370000,900000,470000,900000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1270000,800000,470000,800000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2220000,1550000,670000,1550000,18/08/2016
rivers,n/a,n/a,n/a,asari toru,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1950000,1500000,450000,1500000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2119000,1630000,489000,1630000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2080650,1600500,480150,1600500,13/08/2015
rivers,n/a,n/a,n/a,asari toru,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2130000,1630000,500000,1630000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1900000,1500000,400000,1500000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1950000,1500000,450000,1500000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1550900,1193000,357900,1193000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1274000,980000,294000,980000,13/08/2015
rivers,n/a,n/a,n/a,gokana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1370000,900000,470000,900000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1500000,1000000,500000,1000000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1596000,1096000,500000,1096000,10/11/2016
rivers,n/a,n/a,n/a,gokana,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,2839644,2555580,284064,2555580,30/10/2016
rivers,n/a,n/a,n/a,gokana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2220950,1550950,670000,1550950,18/08/2016
rivers,n/a,n/a,n/a,gokana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2220950,1550950,670000,1550950,18/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1370000,900000,470000,900000,25/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,159600,1096000,500000,1096000,29/08/2016
rivers,n/a,n/a,n/a,gokana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2050000,1550000,500000,1550000,25/08/2016
delta,n/a,warri south we,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,4060000,3660000,400000,3420000,13/04/2016
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2618100,1767400,850700,1767400,30/11/2015
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2618100,1767400,850700,1767400,26/06/2015
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,others,2632264,1775764,856500,1775764,19/11/2015
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,others,2618264,1763964,854300,1763964,19/11/2015
delta,n/a,warri south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,others,2493524,1694874,803650,1694874,19/11/2015
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2618100,1767400,850700,1767400,11/12/2015
delta,n/a,warri south we,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2618100,1767400,850700,1767400,11/12/2015
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,others,2618264,1761764,856500,1761764,19/11/2015
rivers,n/a,n/a,n/a,omumma,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2930000,2200000,730000,2200000,12/06/2017
rivers,n/a,n/a,n/a,omumma,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1760000,1300000,460000,1300000,12/06/2017
rivers,n/a,n/a,n/a,omumma,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1760000,1300000,460000,1300000,12/06/2017
rivers,n/a,n/a,n/a,omumma,livestock,n/a,n/a,others,n/a,n/a,n/a,n/a,n/a,1760000,1300000,460000,1300000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2020000,1500000,520000,1500000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2020000,1500000,520000,1500000,12/06/2017
rivers,n/a,n/a,n/a,omumma,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2670000,2000000,670000,2000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1400000,12/10/2017
rivers,n/a,n/a,n/a,omumma,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2670000,2000000,670000,2000000,12/06/2017
rivers,n/a,n/a,n/a,omumma,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3410000,3100000,310000,3100000,12/06/2017
rivers,n/a,n/a,n/a,omumma,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1760000,1300000,460000,1300000,12/06/2017
rivers,n/a,n/a,n/a,omumma,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,12/06/2017
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1486000,630140,485800,630140,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1487200,632100,487000,632100,31/10/2014
rivers,n/a,n/a,n/a,emohua,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2480000,1400000,980000,1400000,31/10/2014
rivers,n/a,n/a,n/a,emohua,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2013000,1316000,597000,1316000,10/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,pawpaw,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1490200,637000,490000,637000,31/10/2014
delta,n/a,warri south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3912419.6,2476119.6,1436300,2476119.81,02/02/2018
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2336419.82,1668.919,667500,111419.82,26/06/2015
delta,n/a,warri south,n/a,n/a,processing,n/a,n/a,n/a,n/a,fish processin,n/a,n/a,n/a,3130419.81,2224719.81,905700,111419.81,06/06/2015
delta,n/a,warri south,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,3173764.29,2021514.29,1152250,2021514.29,02/08/2018
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,others,2596264,1754764,841500,1754764,19/11/2015
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1876400,1396610,479790,1396610,30/11/2015
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1008100,1008100,0,1008100,13/04/2016
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1876400,1396610,479790,1396610,30/11/2015
delta,n/a,warri south we,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1876400,1396610,479790,1396610,30/11/2015
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1470000,1100000,370000,110000,12/05/2019
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,others,2596264,1754764,841500,1754764,19/11/2015
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2766234,1888334,877900,1888334,26/06/2015
delta,n/a,warri south,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2024234,1456934,567300,1456934,26/06/2015
delta,n/a,warri south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2560634,1446934,1113700,1446934,26/06/2015
delta,n/a,oshimili south,n/a,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,others,3937200,2554000,1383200,2554000,27/11/2018
delta,n/a,ugheli south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,others,4326300,2814750,1511550,2814750,28/03/2019
bayelsa,yenegoa,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,water scheme,n/a,3340000,3006000,334000,3006000,29/09/2017
rivers,n/a,n/a,n/a,emohua,crop productio,groundnut,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1486000,630140,485800,630140,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1169650,440755,490000,1169650,02/05/2015
rivers,n/a,n/a,n/a,opobo nkoro,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1700000,1400000,300000,1400000,25/01/2016
rivers,n/a,n/a,n/a,opobo nkoro,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1800000,1500000,300000,1500000,25/01/2016
rivers,n/a,n/a,n/a,emohua,crop productio,green leaves,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1167550,442225,485800,442225,02/05/2015
rivers,n/a,n/a,n/a,ahoada west,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3050000,2100000,950000,2100000,23/08/2018
rivers,n/a,n/a,n/a,emohua,crop productio,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1129150,407925,486400,407925,02/05/2015
rivers,n/a,n/a,n/a,ikwerre,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,vip toilet,n/a,0,0,0,0,n/a
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1486000,630140,485800,630140,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1224700,470890,487000,470890,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1192650,459375,486400,459375,05/05/2015
